tissue,platform,study_id,tag,group,timepoint,sex,animal,weeks,area,ppm
Kidney,RP-neg,ST002915,bio_90420015906,Training,4 weeks of training,Female,90420015906,4,3.198934971109973,-6.913566803686871
Kidney,RP-neg,ST002915,bio_90421015906,Training,1 week of training or control time,Male,90421015906,1,6.295796107482973,-9.632174297617569
Kidney,RP-neg,ST002915,bio_90422015906,Training,1 week of training or control time,Male,90422015906,1,14.531947857157418,4.969715614889014
Kidney,RP-neg,ST002915,bio_90423015906,Training,1 week of training or control time,Male,90423015906,1,9.062673037211082,-6.265919920045252
Kidney,RP-neg,ST002915,bio_90426015906,Training,1 week of training or control time,Male,90426015906,1,11.62364158732095,-4.489720636928718
Kidney,RP-neg,ST002915,bio_90430015906,Training,1 week of training or control time,Male,90430015906,1,10.701530985005803,-8.258612338917736
Kidney,RP-neg,ST002915,bio_90439015906,Training,2 weeks of training,Male,90439015906,2,2.28319479420976,-1.3508302486082542
Kidney,RP-neg,ST002915,bio_90441015906,Training,2 weeks of training,Male,90441015906,2,15.907552645365456,-5.922458363556208
Kidney,RP-neg,ST002915,bio_90444015906,Training,2 weeks of training,Male,90444015906,2,10.888997813161179,9.666719326860278
Kidney,RP-neg,ST002915,bio_90449015906,Training,2 weeks of training,Male,90449015906,2,2.5167500325520415,-2.5560920709915194
Kidney,RP-neg,ST002915,bio_90450015906,Training,2 weeks of training,Male,90450015906,2,10.115905597178212,1.5132367483287548
Kidney,RP-neg,ST002915,bio_90559015906,Training,1 week of training or control time,Female,90559015906,1,0.0,nan
Kidney,RP-neg,ST002915,bio_90560015906,Training,1 week of training or control time,Female,90560015906,1,0.0,nan
Kidney,RP-neg,ST002915,bio_90564015906,Training,1 week of training or control time,Female,90564015906,1,5.015889711252898,-1.687661815251267
Kidney,RP-neg,ST002915,bio_90567015906,Training,1 week of training or control time,Female,90567015906,1,0.0,nan
Kidney,RP-neg,ST002915,bio_90571015906,Training,1 week of training or control time,Female,90571015906,1,0.0,nan
Kidney,RP-neg,ST002915,bio_90576015906,Training,2 weeks of training,Female,90576015906,2,3.8830032661437865,0.42093180531284186
Kidney,RP-neg,ST002915,bio_90578015906,Training,2 weeks of training,Female,90578015906,2,1.926421012369811,-9.943646142331195
Kidney,RP-neg,ST002915,bio_90581015906,Training,2 weeks of training,Female,90581015906,2,0.0,nan
Kidney,RP-neg,ST002915,bio_90585015906,Training,2 weeks of training,Female,90585015906,2,2.288642708333295,-8.264848757154207
Kidney,RP-neg,ST002915,bio_90587015906,Training,2 weeks of training,Female,90587015906,2,0.0,nan
Kidney,RP-neg,ST002915,blank_0,Blank,,,blank_0,,0.0,nan
Kidney,RP-neg,ST002915,blank_1,Blank,,,blank_1,,0.0,nan
Kidney,RP-neg,ST002915,blank_2,Blank,,,blank_2,,0.0,nan
Kidney,RP-neg,ST002915,blank_3,Blank,,,blank_3,,0.0,nan
Kidney,RP-neg,ST002915,blank_4,Blank,,,blank_4,,0.0,nan
Kidney,RP-neg,ST002915,blank_5,Blank,,,blank_5,,0.0,nan
Liver,RP-neg,ST002679,bio_90217016808,Control,8 weeks of training or control time,Male,90217016808,0,65.63018109944616,0.2663933912393431
Liver,RP-neg,ST002679,bio_90218016808,Training,8 weeks of training or control time,Male,90218016808,8,18.44556413675949,-0.11310867504496214
Liver,RP-neg,ST002679,bio_90222016808,Training,8 weeks of training or control time,Male,90222016808,8,13.281427964019842,-5.687902690022469
Liver,RP-neg,ST002679,bio_90223016808,Training,8 weeks of training or control time,Male,90223016808,8,34.94482040761309,-9.066669435881236
Liver,RP-neg,ST002679,bio_90225016808,Training,8 weeks of training or control time,Male,90225016808,8,26.269379893493742,7.796819852637407
Liver,RP-neg,ST002679,bio_90227016808,Training,8 weeks of training or control time,Male,90227016808,8,29.672083436075734,7.747266486644643
Liver,RP-neg,ST002679,bio_90229016808,Control,8 weeks of training or control time,Male,90229016808,0,28.94447383270259,-5.766346820292192
Liver,RP-neg,ST002679,bio_90232016808,Control,8 weeks of training or control time,Male,90232016808,0,31.217999943542562,3.213757957631358
Liver,RP-neg,ST002679,bio_90237016808,Control,8 weeks of training or control time,Male,90237016808,0,13.462659749857572,-3.6095170818860356
Liver,RP-neg,ST002679,bio_90239016808,Control,8 weeks of training or control time,Male,90239016808,0,25.92859791310629,-1.0503029440832168
Liver,RP-neg,ST002679,bio_90245016808,Control,8 weeks of training or control time,Female,90245016808,0,18.09220782063813,-3.695444179530912
Liver,RP-neg,ST002679,bio_90248016808,Control,8 weeks of training or control time,Female,90248016808,0,12.193947275288947,5.372874167149261
Liver,RP-neg,ST002679,bio_90251016808,Training,8 weeks of training or control time,Female,90251016808,8,30.061408155822715,-7.728190402463134
Liver,RP-neg,ST002679,bio_90252016808,Control,8 weeks of training or control time,Female,90252016808,0,2.696137865066529,8.611272169961987
Liver,RP-neg,ST002679,bio_90254016808,Training,8 weeks of training or control time,Female,90254016808,8,18.116156573994903,-2.2865613910341964
Liver,RP-neg,ST002679,bio_90258016808,Training,8 weeks of training or control time,Female,90258016808,8,24.820468556467823,-1.9483076091886529
Liver,RP-neg,ST002679,bio_90259016808,Training,8 weeks of training or control time,Female,90259016808,8,34.08398344726572,-3.9312108796458642
Liver,RP-neg,ST002679,bio_90265016808,Control,8 weeks of training or control time,Female,90265016808,0,20.86253041280116,7.967543274001972
Liver,RP-neg,ST002679,bio_90266016808,Control,8 weeks of training or control time,Female,90266016808,0,10.686586213175277,-2.399414208875316
Liver,RP-neg,ST002679,bio_90267016808,Training,8 weeks of training or control time,Female,90267016808,8,4.789084277343798,1.6635386780676675
Liver,RP-neg,ST002679,bio_90280016808,Training,4 weeks of training,Male,90280016808,4,17.67472786102294,-0.4928172327021631
Liver,RP-neg,ST002679,bio_90281016808,Training,4 weeks of training,Male,90281016808,4,5.896068194071463,9.236144005409257
Liver,RP-neg,ST002679,bio_90283016808,Training,4 weeks of training,Male,90283016808,4,11.810615387980262,3.2831735672498206
Liver,RP-neg,ST002679,bio_90289016808,Training,4 weeks of training,Male,90289016808,4,4.6261194376628065,-0.5307971466730884
Liver,RP-neg,ST002679,bio_90292016808,Training,4 weeks of training,Male,90292016808,4,3.756592242431578,-4.148083810310039
Liver,RP-neg,ST002679,bio_90406016808,Training,4 weeks of training,Female,90406016808,4,14.802732919820299,-9.440487383868081
Liver,RP-neg,ST002679,bio_90410016808,Training,4 weeks of training,Female,90410016808,4,18.69591057484949,3.3386440292352164
Liver,RP-neg,ST002679,bio_90412016808,Training,4 weeks of training,Female,90412016808,4,8.417115264129633,-2.670830346580661
Liver,RP-neg,ST002679,bio_90416016808,Training,4 weeks of training,Female,90416016808,4,15.375288770548588,-5.641608491892184
Liver,RP-neg,ST002679,bio_90420016808,Training,4 weeks of training,Female,90420016808,4,24.45233780365005,-6.139878562124127
Liver,RP-neg,ST002679,bio_90421016808,Training,1 week of training or control time,Male,90421016808,1,25.208387980651853,-0.2585717453790496
Liver,RP-neg,ST002679,bio_90422016808,Training,1 week of training or control time,Male,90422016808,1,15.04517867685956,-3.592167412801471
Liver,RP-neg,ST002679,bio_90423016808,Training,1 week of training or control time,Male,90423016808,1,15.975931645202735,-3.886859891739736
Liver,RP-neg,ST002679,bio_90426016808,Training,1 week of training or control time,Male,90426016808,1,11.121139049530115,4.827965996134371
Liver,RP-neg,ST002679,bio_90430016808,Training,1 week of training or control time,Male,90430016808,1,12.309055680847116,-0.2903474851434992
Liver,RP-neg,ST002679,bio_90439016808,Training,2 weeks of training,Male,90439016808,2,22.014585698445607,-3.586762954920033
Liver,RP-neg,ST002679,bio_90441016808,Training,2 weeks of training,Male,90441016808,2,7.249183617146777,8.693611999608594
Liver,RP-neg,ST002679,bio_90444016808,Training,2 weeks of training,Male,90444016808,2,4.100813169733751,-2.253875680764742
Liver,RP-neg,ST002679,bio_90449016808,Training,2 weeks of training,Male,90449016808,2,8.164400690460262,-6.772342356181974
Liver,RP-neg,ST002679,bio_90450016808,Training,2 weeks of training,Male,90450016808,2,7.587155052184932,-6.206431935396471
Liver,RP-neg,ST002679,bio_90559016808,Training,1 week of training or control time,Female,90559016808,1,21.891021980794285,-4.838819176953883
Liver,RP-neg,ST002679,bio_90560016808,Training,1 week of training or control time,Female,90560016808,1,16.83336936950692,-6.2939643873616316
Liver,RP-neg,ST002679,bio_90564016808,Training,1 week of training or control time,Female,90564016808,1,8.833341867573962,-0.9813993801681582
Liver,RP-neg,ST002679,bio_90567016808,Training,1 week of training or control time,Female,90567016808,1,3.577641406504325,-5.090728632237756
Liver,RP-neg,ST002679,bio_90571016808,Training,1 week of training or control time,Female,90571016808,1,21.012177621459905,6.059807176021968
Liver,RP-neg,ST002679,bio_90576016808,Training,2 weeks of training,Female,90576016808,2,23.538542530822678,-0.6774037913225526
Liver,RP-neg,ST002679,bio_90578016808,Training,2 weeks of training,Female,90578016808,2,17.651898606363815,-2.908476752634712
Liver,RP-neg,ST002679,bio_90581016808,Training,2 weeks of training,Female,90581016808,2,14.041703762308805,5.923326658696986
Liver,RP-neg,ST002679,bio_90585016808,Training,2 weeks of training,Female,90585016808,2,14.044430227661174,2.103519649182935
Liver,RP-neg,ST002679,bio_90587016808,Training,2 weeks of training,Female,90587016808,2,6.503563029479984,-5.301212043788654
Liver,RP-neg,ST002679,blank_0,Blank,,,blank_0,,1.8855567072550645,-3.0954223327585573
Liver,RP-neg,ST002679,blank_1,Blank,,,blank_1,,0.0,nan
Liver,RP-neg,ST002679,blank_2,Blank,,,blank_2,,2.0519421974182332,1.9244228361448639
Liver,RP-neg,ST002679,blank_3,Blank,,,blank_3,,0.0,nan
Liver,RP-neg,ST002679,blank_4,Blank,,,blank_4,,0.0,nan
Lung,RP-pos,ST002673,bio_90217016606,Control,8 weeks of training or control time,Male,90217016606,0,3.06140286763504,0.1469131296388707
Lung,RP-pos,ST002673,bio_90218016606,Training,8 weeks of training or control time,Male,90218016606,8,3.776828077189111,1.0584185445874321
Lung,RP-pos,ST002673,bio_90222016606,Training,8 weeks of training or control time,Male,90222016606,8,8.476589174397855,1.4489176901991574
Lung,RP-pos,ST002673,bio_90223016606,Training,8 weeks of training or control time,Male,90223016606,8,3.2063246167501,-9.851845485478936
Lung,RP-pos,ST002673,bio_90225016606,Training,8 weeks of training or control time,Male,90225016606,8,5.876423944600415,-2.2440499917312757
Lung,RP-pos,ST002673,bio_90227016606,Training,8 weeks of training or control time,Male,90227016606,8,2.757148348490425,-3.013673147830746
Lung,RP-pos,ST002673,bio_90229016606,Control,8 weeks of training or control time,Male,90229016606,0,8.9765662448883,-0.0057517966637149216
Lung,RP-pos,ST002673,bio_90232016606,Control,8 weeks of training or control time,Male,90232016606,0,2.4647465006510663,-0.18027987472835855
Lung,RP-pos,ST002673,bio_90237016606,Control,8 weeks of training or control time,Male,90237016606,0,9.822063535563249,-1.0356556443192733
Lung,RP-pos,ST002673,bio_90239016606,Control,8 weeks of training or control time,Male,90239016606,0,7.897177279154479,-1.9479585277671572
Lung,RP-pos,ST002673,bio_90245016606,Control,8 weeks of training or control time,Female,90245016606,0,11.462915817387923,5.406933684914966
Lung,RP-pos,ST002673,bio_90248016606,Control,8 weeks of training or control time,Female,90248016606,0,4.102414232126856,7.113553041612386
Lung,RP-pos,ST002673,bio_90251016606,Training,8 weeks of training or control time,Female,90251016606,8,4.714194683837938,-1.0881478548413952
Lung,RP-pos,ST002673,bio_90252016606,Control,8 weeks of training or control time,Female,90252016606,0,2.6618452570597597,-3.3367178229590784
Lung,RP-pos,ST002673,bio_90254016606,Training,8 weeks of training or control time,Female,90254016606,8,4.258651602172832,3.6308284126271686
Lung,RP-pos,ST002673,bio_90258016606,Training,8 weeks of training or control time,Female,90258016606,8,4.704470879109661,-1.0906280216121191
Lung,RP-pos,ST002673,bio_90259016606,Training,8 weeks of training or control time,Female,90259016606,8,4.066409268442777,2.0228189948897364
Lung,RP-pos,ST002673,bio_90265016606,Control,8 weeks of training or control time,Female,90265016606,0,1.8258715276082538,4.894340729797345
Lung,RP-pos,ST002673,bio_90266016606,Control,8 weeks of training or control time,Female,90266016606,0,3.0027133631387843,-0.5991202279913894
Lung,RP-pos,ST002673,bio_90267016606,Training,8 weeks of training or control time,Female,90267016606,8,4.738128958129931,4.734441792374734
Lung,RP-pos,ST002673,bio_90280016606,Training,4 weeks of training,Male,90280016606,4,3.0034558682760193,-5.112655015234102
Lung,RP-pos,ST002673,bio_90281016606,Training,4 weeks of training,Male,90281016606,4,7.839428120422371,-2.9446709433930094
Lung,RP-pos,ST002673,bio_90283016606,Training,4 weeks of training,Male,90283016606,4,5.466200993347076,2.235017882080445
Lung,RP-pos,ST002673,bio_90289016606,Training,4 weeks of training,Male,90289016606,4,12.739397056579715,-3.2711027347359662
Lung,RP-pos,ST002673,bio_90292016606,Training,4 weeks of training,Male,90292016606,4,0.0,nan
Lung,RP-pos,ST002673,bio_90406016606,Training,4 weeks of training,Female,90406016606,4,6.830787619527195,5.413337265701556
Lung,RP-pos,ST002673,bio_90410016606,Training,4 weeks of training,Female,90410016606,4,9.292151667276933,5.035659208823644
Lung,RP-pos,ST002673,bio_90412016606,Training,4 weeks of training,Female,90412016606,4,1.996007614135762,0.46215128465533506
Lung,RP-pos,ST002673,bio_90416016606,Training,4 weeks of training,Female,90416016606,4,5.379269771067305,0.11608609623727785
Lung,RP-pos,ST002673,bio_90420016606,Training,4 weeks of training,Female,90420016606,4,9.921713736470544,-5.227909504078789
Lung,RP-pos,ST002673,bio_90421016606,Training,1 week of training or control time,Male,90421016606,1,11.250862347666285,-6.739366841070386
Lung,RP-pos,ST002673,bio_90422016606,Training,1 week of training or control time,Male,90422016606,1,2.863102092997185,-4.218975210681653
Lung,RP-pos,ST002673,bio_90423016606,Training,1 week of training or control time,Male,90423016606,1,8.142632650248292,-3.453587864824605
Lung,RP-pos,ST002673,bio_90426016606,Training,1 week of training or control time,Male,90426016606,1,0.0,nan
Lung,RP-pos,ST002673,bio_90430016606,Training,1 week of training or control time,Male,90430016606,1,1.2656927083333123,-3.3354119306750225
Lung,RP-pos,ST002673,bio_90439016606,Training,2 weeks of training,Male,90439016606,2,0.0,nan
Lung,RP-pos,ST002673,bio_90441016606,Training,2 weeks of training,Male,90441016606,2,6.4449448440552395,0.818844731636628
Lung,RP-pos,ST002673,bio_90444016606,Training,2 weeks of training,Male,90444016606,2,1.9121717918396188,4.035042377807148
Lung,RP-pos,ST002673,bio_90449016606,Training,2 weeks of training,Male,90449016606,2,2.267741398111941,-6.57938012482835
Lung,RP-pos,ST002673,bio_90450016606,Training,2 weeks of training,Male,90450016606,2,0.0,nan
Lung,RP-pos,ST002673,bio_90559016606,Training,1 week of training or control time,Female,90559016606,1,5.110414856720001,-4.03328279970398
Lung,RP-pos,ST002673,bio_90560016606,Training,1 week of training or control time,Female,90560016606,1,7.511298463440017,5.615169373108407
Lung,RP-pos,ST002673,bio_90564016606,Training,1 week of training or control time,Female,90564016606,1,10.436964640808107,7.418475928491591
Lung,RP-pos,ST002673,bio_90567016606,Training,1 week of training or control time,Female,90567016606,1,1.7162575411478849,-6.4711738836302555
Lung,RP-pos,ST002673,bio_90571016606,Training,1 week of training or control time,Female,90571016606,1,5.5319702481587285,2.195736748243858
Lung,RP-pos,ST002673,bio_90576016606,Training,2 weeks of training,Female,90576016606,2,2.4529075347900635,-5.629446337913909
Lung,RP-pos,ST002673,bio_90578016606,Training,2 weeks of training,Female,90578016606,2,3.8823464200338114,-7.63783644631827
Lung,RP-pos,ST002673,bio_90581016606,Training,2 weeks of training,Female,90581016606,2,4.748107349650101,-6.850023241491073
Lung,RP-pos,ST002673,bio_90585016606,Training,2 weeks of training,Female,90585016606,2,6.305399309285473,3.014950483210613
Lung,RP-pos,ST002673,bio_90587016606,Training,2 weeks of training,Female,90587016606,2,2.356641001383487,6.0967934232077
Lung,RP-pos,ST002673,blank_0,Blank,,,blank_0,,0.0,nan
Lung,RP-pos,ST002673,blank_1,Blank,,,blank_1,,0.0,nan
Lung,RP-pos,ST002673,blank_2,Blank,,,blank_2,,0.0,nan
Lung,RP-pos,ST002673,blank_3,Blank,,,blank_3,,0.0,nan
Plasma,RP-neg,ST002632,bio_90217013105,Control,8 weeks of training or control time,Male,90217013105,0,93.79886831614198,-4.9314333497549105
Plasma,RP-neg,ST002632,bio_90218013105,Training,8 weeks of training or control time,Male,90218013105,8,160.99340851440408,-0.1041006808841599
Plasma,RP-neg,ST002632,bio_90222013105,Training,8 weeks of training or control time,Male,90222013105,8,153.54148516057361,-4.676073537799366
Plasma,RP-neg,ST002632,bio_90223013105,Training,8 weeks of training or control time,Male,90223013105,8,32.508138596089786,7.533576880838881
Plasma,RP-neg,ST002632,bio_90225013105,Training,8 weeks of training or control time,Male,90225013105,8,161.8441198633832,-1.5420558454686155
Plasma,RP-neg,ST002632,bio_90227013105,Training,8 weeks of training or control time,Male,90227013105,8,216.91984466552765,-1.538385633397757
Plasma,RP-neg,ST002632,bio_90229013105,Control,8 weeks of training or control time,Male,90229013105,0,144.53894488728832,-4.051557735821257
Plasma,RP-neg,ST002632,bio_90232013105,Control,8 weeks of training or control time,Male,90232013105,0,139.4929969792682,-0.6737560168321013
Plasma,RP-neg,ST002632,bio_90237013105,Control,8 weeks of training or control time,Male,90237013105,0,108.47673764114366,-3.5275456391144013
Plasma,RP-neg,ST002632,bio_90239013105,Control,8 weeks of training or control time,Male,90239013105,0,186.6840051239014,0.6877299690147904
Plasma,RP-neg,ST002632,bio_90245013105,Control,8 weeks of training or control time,Female,90245013105,0,145.56253219044987,2.5450868837026817
Plasma,RP-neg,ST002632,bio_90248013105,Control,8 weeks of training or control time,Female,90248013105,0,104.78091548741666,-0.5477534196674081
Plasma,RP-neg,ST002632,bio_90251013105,Training,8 weeks of training or control time,Female,90251013105,8,80.5271658973693,0.623328717652155
Plasma,RP-neg,ST002632,bio_90252013105,Control,8 weeks of training or control time,Female,90252013105,0,116.90518589375806,-5.950804570366598
Plasma,RP-neg,ST002632,bio_90254013105,Training,8 weeks of training or control time,Female,90254013105,8,93.28096123962372,0.8274764118163106
Plasma,RP-neg,ST002632,bio_90258013105,Training,8 weeks of training or control time,Female,90258013105,8,173.28285705464708,-4.735332225963655
Plasma,RP-neg,ST002632,bio_90259013105,Training,8 weeks of training or control time,Female,90259013105,8,134.28200747375493,-3.7327662459008204
Plasma,RP-neg,ST002632,bio_90265013105,Control,8 weeks of training or control time,Female,90265013105,0,100.54119068349206,0.41907440332833285
Plasma,RP-neg,ST002632,bio_90266013105,Control,8 weeks of training or control time,Female,90266013105,0,78.88268275248203,1.4348704552177434
Plasma,RP-neg,ST002632,bio_90267013105,Training,8 weeks of training or control time,Female,90267013105,8,172.90269594726539,-1.0867134625615626
Plasma,RP-neg,ST002632,bio_90280013105,Training,4 weeks of training,Male,90280013105,4,69.26501193974795,-5.5692577424507395
Plasma,RP-neg,ST002632,bio_90281013105,Training,4 weeks of training,Male,90281013105,4,177.31711601562463,0.5928824703766752
Plasma,RP-neg,ST002632,bio_90283013105,Training,4 weeks of training,Male,90283013105,4,120.78051220753993,-0.9964260127002164
Plasma,RP-neg,ST002632,bio_90289013105,Training,4 weeks of training,Male,90289013105,4,143.7173684733075,0.5220174594434308
Plasma,RP-neg,ST002632,bio_90292013105,Training,4 weeks of training,Male,90292013105,4,141.30142807515475,2.158096066693792
Plasma,RP-neg,ST002632,bio_90406013105,Training,4 weeks of training,Female,90406013105,4,176.77341823603317,-0.44943089510568807
Plasma,RP-neg,ST002632,bio_90410013105,Training,4 weeks of training,Female,90410013105,4,123.83942601420087,-2.119223515171681
Plasma,RP-neg,ST002632,bio_90412013105,Training,4 weeks of training,Female,90412013105,4,147.73838899027507,0.7718696793063203
Plasma,RP-neg,ST002632,bio_90416013105,Training,4 weeks of training,Female,90416013105,4,118.28211592877712,-2.006799945227473
Plasma,RP-neg,ST002632,bio_90420013105,Training,4 weeks of training,Female,90420013105,4,122.56917116953537,0.7649940605302342
Plasma,RP-neg,ST002632,bio_90421013105,Training,1 week of training or control time,Male,90421013105,1,134.91376945037845,-1.5155166613020998
Plasma,RP-neg,ST002632,bio_90422013105,Training,1 week of training or control time,Male,90422013105,1,139.4520992563887,-4.771109183874927
Plasma,RP-neg,ST002632,bio_90423013105,Training,1 week of training or control time,Male,90423013105,1,171.5062504501343,0.7123900590317573
Plasma,RP-neg,ST002632,bio_90426013105,Training,1 week of training or control time,Male,90426013105,1,195.82387331161462,-0.5074046820772495
Plasma,RP-neg,ST002632,bio_90430013105,Training,1 week of training or control time,Male,90430013105,1,182.51790435791025,-3.068235579585165
Plasma,RP-neg,ST002632,bio_90439013105,Training,2 weeks of training,Male,90439013105,2,137.5375600184124,-2.0988243940727616
Plasma,RP-neg,ST002632,bio_90441013105,Training,2 weeks of training,Male,90441013105,2,84.20842048721329,-1.1330813029629783
Plasma,RP-neg,ST002632,bio_90444013105,Training,2 weeks of training,Male,90444013105,2,142.3344341496786,-2.177776933015998
Plasma,RP-neg,ST002632,bio_90449013105,Training,2 weeks of training,Male,90449013105,2,123.90465479227696,-4.0814041980800555
Plasma,RP-neg,ST002632,bio_90450013105,Training,2 weeks of training,Male,90450013105,2,115.05928084030168,-3.2861966686142394
Plasma,RP-neg,ST002632,bio_90559013105,Training,1 week of training or control time,Female,90559013105,1,182.5292415479018,-2.7547051464590635
Plasma,RP-neg,ST002632,bio_90560013105,Training,1 week of training or control time,Female,90560013105,1,149.77802339477523,-0.8685775092235409
Plasma,RP-neg,ST002632,bio_90564013105,Training,1 week of training or control time,Female,90564013105,1,135.2605039942423,-1.402563376709989
Plasma,RP-neg,ST002632,bio_90567013105,Training,1 week of training or control time,Female,90567013105,1,148.13328852640817,-0.12123955849296492
Plasma,RP-neg,ST002632,bio_90571013105,Training,1 week of training or control time,Female,90571013105,1,281.91728723602273,2.868969981445214
Plasma,RP-neg,ST002632,bio_90576013105,Training,2 weeks of training,Female,90576013105,2,175.98210776875806,1.702973953064807
Plasma,RP-neg,ST002632,bio_90578013105,Training,2 weeks of training,Female,90578013105,2,198.10371332295747,1.2158893377289952
Plasma,RP-neg,ST002632,bio_90581013105,Training,2 weeks of training,Female,90581013105,2,159.7417729756676,0.022838611708145405
Plasma,RP-neg,ST002632,bio_90585013105,Training,2 weeks of training,Female,90585013105,2,164.83127107518516,-0.10795090510827285
Plasma,RP-neg,ST002632,bio_90587013105,Training,2 weeks of training,Female,90587013105,2,176.73664298349996,-2.1749557313524868
Plasma,RP-neg,ST002632,blank_0,Blank,,,blank_0,,0.0,nan
Plasma,RP-neg,ST002632,blank_1,Blank,,,blank_1,,0.0,nan
Plasma,RP-neg,ST002632,blank_2,Blank,,,blank_2,,0.0,nan
Plasma,RP-neg,ST002632,blank_3,Blank,,,blank_3,,0.0,nan
White Adipose,RP-neg,ST002693,bio_90217017008,Control,8 weeks of training or control time,Male,90217017008,0,2.6988835858662945,4.114407157707817
White Adipose,RP-neg,ST002693,bio_90218017008,Training,8 weeks of training or control time,Male,90218017008,8,0.0,nan
White Adipose,RP-neg,ST002693,bio_90222017008,Training,8 weeks of training or control time,Male,90222017008,8,3.7664764058430364,9.035288297969357
White Adipose,RP-neg,ST002693,bio_90223017008,Training,8 weeks of training or control time,Male,90223017008,8,2.157729573059104,-2.493556531333448
White Adipose,RP-neg,ST002693,bio_90225017008,Training,8 weeks of training or control time,Male,90225017008,8,5.165315983072831,-4.708727497491279
White Adipose,RP-neg,ST002693,bio_90227017008,Training,8 weeks of training or control time,Male,90227017008,8,13.459025395965583,-1.2508849917489582
White Adipose,RP-neg,ST002693,bio_90229017008,Control,8 weeks of training or control time,Male,90229017008,0,1.783600130208351,9.977818831902809
White Adipose,RP-neg,ST002693,bio_90232017008,Control,8 weeks of training or control time,Male,90232017008,0,2.6200667480469013,-3.8102376183853157
White Adipose,RP-neg,ST002693,bio_90237017008,Control,8 weeks of training or control time,Male,90237017008,0,0.0,nan
White Adipose,RP-neg,ST002693,bio_90239017008,Control,8 weeks of training or control time,Male,90239017008,0,0.0,nan
White Adipose,RP-neg,ST002693,bio_90245017008,Control,8 weeks of training or control time,Female,90245017008,0,0.0,nan
White Adipose,RP-neg,ST002693,bio_90248017008,Control,8 weeks of training or control time,Female,90248017008,0,3.0080089945474757,-1.5327192536265282
White Adipose,RP-neg,ST002693,bio_90251017008,Training,8 weeks of training or control time,Female,90251017008,8,1.8797265635172715,5.926992503009386
White Adipose,RP-neg,ST002693,bio_90252017008,Control,8 weeks of training or control time,Female,90252017008,0,2.1384104802449757,2.6006412545149873
White Adipose,RP-neg,ST002693,bio_90254017008,Training,8 weeks of training or control time,Female,90254017008,8,5.013022354634586,7.335799726467812
White Adipose,RP-neg,ST002693,bio_90258017008,Training,8 weeks of training or control time,Female,90258017008,8,0.0,nan
White Adipose,RP-neg,ST002693,bio_90259017008,Training,8 weeks of training or control time,Female,90259017008,8,12.567494776662167,0.03960469062311582
White Adipose,RP-neg,ST002693,bio_90265017008,Control,8 weeks of training or control time,Female,90265017008,0,2.4403805048624267,-5.7156113720332185
White Adipose,RP-neg,ST002693,bio_90266017008,Control,8 weeks of training or control time,Female,90266017008,0,3.8508896788278926,8.949301899594625
White Adipose,RP-neg,ST002693,bio_90267017008,Training,8 weeks of training or control time,Female,90267017008,8,0.0,nan
White Adipose,RP-neg,ST002693,bio_90280017008,Training,4 weeks of training,Male,90280017008,4,1.9553184341430339,6.852623983727138
White Adipose,RP-neg,ST002693,bio_90281017008,Training,4 weeks of training,Male,90281017008,4,2.194326726023305,-9.323855382824746
White Adipose,RP-neg,ST002693,bio_90283017008,Training,4 weeks of training,Male,90283017008,4,5.223974015808091,5.264584793625263
White Adipose,RP-neg,ST002693,bio_90289017008,Training,4 weeks of training,Male,90289017008,4,3.552858274332623,-9.150496947148033
White Adipose,RP-neg,ST002693,bio_90292017008,Training,4 weeks of training,Male,90292017008,4,2.657739715067572,-1.2561413092809879
White Adipose,RP-neg,ST002693,bio_90406017008,Training,4 weeks of training,Female,90406017008,4,7.928760206604011,0.1992736924937123
White Adipose,RP-neg,ST002693,bio_90410017008,Training,4 weeks of training,Female,90410017008,4,8.621440469868945,-0.002246176547627935
White Adipose,RP-neg,ST002693,bio_90412017008,Training,4 weeks of training,Female,90412017008,4,6.866403627777046,3.782419587238645
White Adipose,RP-neg,ST002693,bio_90416017008,Training,4 weeks of training,Female,90416017008,4,13.23697390670786,-7.316908479053849
White Adipose,RP-neg,ST002693,bio_90420017008,Training,4 weeks of training,Female,90420017008,4,4.8460311599731405,4.499139650378489
White Adipose,RP-neg,ST002693,bio_90421017008,Training,1 week of training or control time,Male,90421017008,1,4.707408061854006,-5.836629945085967
White Adipose,RP-neg,ST002693,bio_90422017008,Training,1 week of training or control time,Male,90422017008,1,3.6787573743184776,-9.472349264251351
White Adipose,RP-neg,ST002693,bio_90423017008,Training,1 week of training or control time,Male,90423017008,1,1.9324073432922169,-3.804652695347065
White Adipose,RP-neg,ST002693,bio_90426017008,Training,1 week of training or control time,Male,90426017008,1,20.493580105082223,7.163702428618628
White Adipose,RP-neg,ST002693,bio_90430017008,Training,1 week of training or control time,Male,90430017008,1,1.898053153737405,5.34239229282333
White Adipose,RP-neg,ST002693,bio_90439017008,Training,2 weeks of training,Male,90439017008,2,12.225617384592612,-9.065772310187974
White Adipose,RP-neg,ST002693,bio_90441017008,Training,2 weeks of training,Male,90441017008,2,7.135334013875298,4.447766634824456
White Adipose,RP-neg,ST002693,bio_90444017008,Training,2 weeks of training,Male,90444017008,2,4.59717353922524,2.7799534783890385
White Adipose,RP-neg,ST002693,bio_90449017008,Training,2 weeks of training,Male,90449017008,2,4.062905623881063,-3.129127069655209
White Adipose,RP-neg,ST002693,bio_90450017008,Training,2 weeks of training,Male,90450017008,2,2.114016185251893,3.57871342479548
