tissue,platform,study_id,tag,group,timepoint,sex,animal,weeks,area,ppm
Plasma,RP-pos,ST002633,bio_90227013105,Training,8 weeks of training or control time,Male,90227013105,8,0.0,nan
Plasma,RP-pos,ST002633,bio_90229013105,Control,8 weeks of training or control time,Male,90229013105,0,2.4279537277221275,-0.11590660098282923
Plasma,RP-pos,ST002633,bio_90232013105,Control,8 weeks of training or control time,Male,90232013105,0,1.820747341156024,6.414317717279433
Plasma,RP-pos,ST002633,bio_90237013105,Control,8 weeks of training or control time,Male,90237013105,0,13.775977120971675,-3.841556284074968
Plasma,RP-pos,ST002633,bio_90239013105,Control,8 weeks of training or control time,Male,90239013105,0,5.669513519032801,-5.055058140991034
Plasma,RP-pos,ST002633,bio_90245013105,Control,8 weeks of training or control time,Female,90245013105,0,9.825574159749307,-6.3668256737423885
Plasma,RP-pos,ST002633,bio_90248013105,Control,8 weeks of training or control time,Female,90248013105,0,2.262385615030947,0.3376684961457531
Plasma,RP-pos,ST002633,bio_90251013105,Training,8 weeks of training or control time,Female,90251013105,8,10.844913627115975,-4.14785268403931
Plasma,RP-pos,ST002633,bio_90252013105,Control,8 weeks of training or control time,Female,90252013105,0,12.207283158111595,2.141974916430191
Plasma,RP-pos,ST002633,bio_90254013105,Training,8 weeks of training or control time,Female,90254013105,8,4.234495122019439,0.395535119139747
Plasma,RP-pos,ST002633,bio_90258013105,Training,8 weeks of training or control time,Female,90258013105,8,16.60516433054605,4.685087028792426
Plasma,RP-pos,ST002633,bio_90259013105,Training,8 weeks of training or control time,Female,90259013105,8,10.708681419881161,3.3118771192863776
Plasma,RP-pos,ST002633,bio_90265013105,Control,8 weeks of training or control time,Female,90265013105,0,13.421810926818866,-2.945200120469793
Plasma,RP-pos,ST002633,bio_90266013105,Control,8 weeks of training or control time,Female,90266013105,0,5.008248037719707,-3.5003736177220635
Plasma,RP-pos,ST002633,bio_90267013105,Training,8 weeks of training or control time,Female,90267013105,8,19.782377187601647,8.685932007367105
Plasma,RP-pos,ST002633,bio_90280013105,Training,4 weeks of training,Male,90280013105,4,7.368789760843919,-4.056925509972297
Plasma,RP-pos,ST002633,bio_90281013105,Training,4 weeks of training,Male,90281013105,4,4.59211735483807,-5.393118615501388
Plasma,RP-pos,ST002633,bio_90283013105,Training,4 weeks of training,Male,90283013105,4,8.055105114237524,1.4676536158959839
Plasma,RP-pos,ST002633,bio_90289013105,Training,4 weeks of training,Male,90289013105,4,1.7813507876078467,-5.228315421182438
Plasma,RP-pos,ST002633,bio_90292013105,Training,4 weeks of training,Male,90292013105,4,2.4368219116211183,-4.345463638162535
Plasma,RP-pos,ST002633,bio_90406013105,Training,4 weeks of training,Female,90406013105,4,9.74916554616302,-9.049186182021685
Plasma,RP-pos,ST002633,bio_90410013105,Training,4 weeks of training,Female,90410013105,4,4.376098855336473,4.690072744246027
Plasma,RP-pos,ST002633,bio_90412013105,Training,4 weeks of training,Female,90412013105,4,8.410979666646407,-1.9776137612397677
Plasma,RP-pos,ST002633,bio_90416013105,Training,4 weeks of training,Female,90416013105,4,3.0220056795756554,-3.348803376486831
Plasma,RP-pos,ST002633,bio_90420013105,Training,4 weeks of training,Female,90420013105,4,9.590083154296897,2.9272889059668343
Plasma,RP-pos,ST002633,bio_90421013105,Training,1 week of training or control time,Male,90421013105,1,7.670796550623622,2.199539889756067
Plasma,RP-pos,ST002633,bio_90422013105,Training,1 week of training or control time,Male,90422013105,1,4.919175085957894,2.2455114708003006
Plasma,RP-pos,ST002633,bio_90423013105,Training,1 week of training or control time,Male,90423013105,1,6.272061196644995,-6.879034769589482
Plasma,RP-pos,ST002633,bio_90426013105,Training,1 week of training or control time,Male,90426013105,1,0.0,nan
Plasma,RP-pos,ST002633,bio_90430013105,Training,1 week of training or control time,Male,90430013105,1,8.664739521789485,3.541602796277085
Plasma,RP-pos,ST002633,bio_90439013105,Training,2 weeks of training,Male,90439013105,2,0.0,nan
Plasma,RP-pos,ST002633,bio_90441013105,Training,2 weeks of training,Male,90441013105,2,7.608201919301301,3.808138701393547
Plasma,RP-pos,ST002633,bio_90444013105,Training,2 weeks of training,Male,90444013105,2,2.7704675657908155,2.0617674233652186
Plasma,RP-pos,ST002633,bio_90449013105,Training,2 weeks of training,Male,90449013105,2,3.5689276540120347,-1.4584182621123507
Plasma,RP-pos,ST002633,bio_90450013105,Training,2 weeks of training,Male,90450013105,2,0.0,nan
Plasma,RP-pos,ST002633,bio_90559013105,Training,1 week of training or control time,Female,90559013105,1,19.824449856058624,-5.940689133277477
Plasma,RP-pos,ST002633,bio_90560013105,Training,1 week of training or control time,Female,90560013105,1,7.4278871292115,-6.21861685455055
Plasma,RP-pos,ST002633,bio_90564013105,Training,1 week of training or control time,Female,90564013105,1,20.735436020406063,2.8308173527305587
Plasma,RP-pos,ST002633,bio_90567013105,Training,1 week of training or control time,Female,90567013105,1,17.696419727070996,-0.7665978457387618
Plasma,RP-pos,ST002633,bio_90571013105,Training,1 week of training or control time,Female,90571013105,1,18.23475210876463,-8.733477460933143
Plasma,RP-pos,ST002633,bio_90576013105,Training,2 weeks of training,Female,90576013105,2,20.55715504379276,-4.1221255150464815
Plasma,RP-pos,ST002633,bio_90578013105,Training,2 weeks of training,Female,90578013105,2,30.067446340942446,1.5479235147012451
Plasma,RP-pos,ST002633,bio_90581013105,Training,2 weeks of training,Female,90581013105,2,23.475948243713322,-6.764481763358547
Plasma,RP-pos,ST002633,bio_90585013105,Training,2 weeks of training,Female,90585013105,2,17.99648215688071,-6.851840523782355
Plasma,RP-pos,ST002633,bio_90587013105,Training,2 weeks of training,Female,90587013105,2,28.15882674865705,-2.082421108111688
Plasma,RP-pos,ST002633,blank_0,Blank,,,blank_0,,0.0,nan
Plasma,RP-pos,ST002633,blank_1,Blank,,,blank_1,,0.0,nan
Plasma,RP-pos,ST002633,blank_2,Blank,,,blank_2,,0.0,nan
Plasma,RP-pos,ST002633,blank_3,Blank,,,blank_3,,0.0,nan
