tissue,mode,sex,week,animal,area,log2
Vastus Lateralis,HILIC-pos,Female,2,90578,4622.552474095675,12.174473981509063
Vastus Lateralis,HILIC-pos,Female,2,90581,19829.386598687383,14.275352429545904
Vastus Lateralis,HILIC-pos,Female,2,90585,6080.839465593841,12.570054787483766
Vastus Lateralis,HILIC-pos,Female,2,90587,33648.16627492747,15.03824026393472
Vastus Lateralis,HILIC-pos,Female,4,90406,4550.800327986588,12.15190457232106
Vastus Lateralis,HILIC-pos,Female,4,90410,18065.61101103386,14.14095842965229
Vastus Lateralis,HILIC-pos,Female,4,90412,25971.046387162532,14.664616521681218
Vastus Lateralis,HILIC-pos,Female,4,90416,66337.43524062993,16.017535614811475
Vastus Lateralis,HILIC-pos,Female,4,90420,5158.6047747088605,12.332765203645508
Vastus Lateralis,HILIC-pos,Female,8,90251,21984.667800539984,14.424210112412291
Vastus Lateralis,HILIC-pos,Female,8,90254,6031.775711174603,12.558367068309757
Vastus Lateralis,HILIC-pos,Female,8,90258,28728.01811126036,14.81017084719603
Vastus Lateralis,HILIC-pos,Female,8,90259,24571.72920694725,14.58471176881257
Vastus Lateralis,HILIC-pos,Female,8,90267,17660.496096406103,14.108238249476502
Vastus Lateralis,HILIC-pos,Male,0,90217,9126.611863151777,13.155863662349248
Vastus Lateralis,HILIC-pos,Male,0,90229,19277.98923603835,14.234666960656806
Vastus Lateralis,HILIC-pos,Male,0,90232,5206.2412892670645,12.346026461321934
Vastus Lateralis,HILIC-pos,Male,0,90237,13289.740583618235,13.69802532296111
Vastus Lateralis,HILIC-pos,Male,0,90239,5919.921577950274,12.53136234905489
Vastus Lateralis,HILIC-pos,Male,1,90421,5094.7483941957125,12.31479518484922
Vastus Lateralis,HILIC-pos,Male,1,90422,4798.043949824481,12.228230657362928
Vastus Lateralis,HILIC-pos,Male,1,90423,5460.085871449555,12.414707925429967
Vastus Lateralis,HILIC-pos,Male,1,90426,5151.226728979007,12.330700325708523
Vastus Lateralis,HILIC-pos,Male,1,90430,5480.14902509356,12.419999410482951
Vastus Lateralis,HILIC-pos,Male,2,90439,88913.65282129492,16.440117343545534
Vastus Lateralis,HILIC-pos,Male,2,90441,51817.132763402966,15.661141567540191
Vastus Lateralis,HILIC-pos,Male,2,90444,15436.343576535768,13.914043439881498
Vastus Lateralis,HILIC-pos,Male,2,90449,5046.319992323639,12.301015976648364
Vastus Lateralis,HILIC-pos,Male,2,90450,21500.96450830324,14.39211375844024
Vastus Lateralis,HILIC-pos,Male,4,90280,21783.07124641406,14.410919756909903
Vastus Lateralis,HILIC-pos,Male,4,90281,5074.259783321178,12.30898166660141
Vastus Lateralis,HILIC-pos,Male,4,90283,23509.24084943356,14.520940332388085
Vastus Lateralis,HILIC-pos,Male,4,90289,4398.693325968123,12.10285930565829
Vastus Lateralis,HILIC-pos,Male,4,90292,3973.077024806202,11.956041047438406
Vastus Lateralis,HILIC-pos,Male,8,90218,5593.890851446191,12.449636388741911
Vastus Lateralis,HILIC-pos,Male,8,90222,6687.10909156695,12.707166937883237
Vastus Lateralis,HILIC-pos,Male,8,90223,6939.191741641567,12.760551916019915
Vastus Lateralis,HILIC-pos,Male,8,90225,13396.986790080771,13.709620930094877
Vastus Lateralis,HILIC-pos,Male,8,90227,52864.685236908444,15.690016671886353
Vena Cava,HILIC-pos,Female,0,90248,10877.47874000459,13.40905657668807
Vena Cava,HILIC-pos,Female,0,90252,35757.89831802382,15.125974323697394
Vena Cava,HILIC-pos,Female,0,90265,7173.35906641472,12.808433132130215
Vena Cava,HILIC-pos,Female,0,90266,11938.03281085279,13.54327750360222
Vena Cava,HILIC-pos,Female,4,90406,7569.762357026408,12.88603229402487
Vena Cava,HILIC-pos,Female,4,90410,11983.868482184356,13.548806075586455
Vena Cava,HILIC-pos,Female,8,90251,6489.27047801556,12.663840584626628
Vena Cava,HILIC-pos,Female,8,90254,9004.055246118402,13.13635919341512
Vena Cava,HILIC-pos,Female,8,90259,9114.995658830398,13.154026253818945
Vena Cava,HILIC-pos,Female,8,90267,6575.053250724595,12.682786863362876
Vena Cava,HILIC-pos,Male,0,90217,7212.549294510211,12.81629355862158
Vena Cava,HILIC-pos,Male,0,90229,13233.556252831017,13.691913188625628
Vena Cava,HILIC-pos,Male,0,90237,8416.179969080491,13.038949839782306
Vena Cava,HILIC-pos,Male,0,90239,5468.811481138283,12.417011615563624
Vena Cava,HILIC-pos,Male,4,90280,6053.879208492051,12.56364417438846
Vena Cava,HILIC-pos,Male,4,90283,4867.817882712627,12.249059478880088
Vena Cava,HILIC-pos,Male,4,90281,5608.023045049545,12.45327656248965
Vena Cava,HILIC-pos,Male,4,90289,4184.8756103746755,12.030969025965158
Vena Cava,HILIC-pos,Male,4,90292,10017.557683394392,13.290243196710966
Vena Cava,HILIC-pos,Male,8,90218,56076.78644530542,15.775116055712177
Vena Cava,HILIC-pos,Male,8,90222,5358.838845549122,12.387704715709807
Vena Cava,HILIC-pos,Male,8,90223,5349.519075264341,12.385193482920172
Vena Cava,HILIC-pos,Male,8,90225,36254.679799320176,15.14587961157372
Vena Cava,HILIC-pos,Male,8,90227,7061.861384553984,12.785832787750648
White Adipose,RP-neg,Female,0,90245017008,0.0,
White Adipose,RP-neg,Female,0,90248017008,3.0080089945474757,1.5888088809682224
White Adipose,RP-neg,Female,0,90252017008,2.1384104802449757,1.0965388132886544
White Adipose,RP-neg,Female,0,90265017008,2.4403805048624267,1.2871061107715285
White Adipose,RP-neg,Female,0,90266017008,3.850889678827893,1.9451917930679794
White Adipose,RP-neg,Female,1,90559017008,9.791672474161818,3.2915553015145127
White Adipose,RP-neg,Female,1,90560017008,0.0,
White Adipose,RP-neg,Female,1,90564017008,6.99470321095785,2.806262844357428
White Adipose,RP-neg,Female,1,90567017008,2.145241375223817,1.1011399839704095
White Adipose,RP-neg,Female,1,90571017008,9.894386758168553,3.306610293592597
White Adipose,RP-neg,Female,2,90576017008,1.7224364123026703,0.7844507235107385
White Adipose,RP-neg,Female,2,90578017008,4.3411966751098365,2.1180927844378687
White Adipose,RP-neg,Female,2,90581017008,0.0,
White Adipose,RP-neg,Female,2,90585017008,10.669422935994447,3.415410243880757
White Adipose,RP-neg,Female,2,90587017008,13.99524011891672,3.806864334595516
White Adipose,RP-neg,Female,4,90406017008,7.928760206604011,2.987095294224472
White Adipose,RP-neg,Female,4,90410017008,8.621440469868945,3.1079289348732453
White Adipose,RP-neg,Female,4,90412017008,6.866403627777046,2.779554665724671
White Adipose,RP-neg,Female,4,90416017008,13.23697390670786,3.7265014414455826
White Adipose,RP-neg,Female,4,90420017008,4.8460311599731405,2.2768036813460477
White Adipose,RP-neg,Female,8,90251017008,1.8797265635172715,0.9105228139516527
White Adipose,RP-neg,Female,8,90254017008,5.013022354634586,2.3256806675630157
White Adipose,RP-neg,Female,8,90258017008,0.0,
White Adipose,RP-neg,Female,8,90259017008,12.567494776662167,3.6516251843037613
White Adipose,RP-neg,Female,8,90267017008,0.0,
White Adipose,RP-neg,Male,0,90217017008,2.6988835858662945,1.4323627486774844
White Adipose,RP-neg,Male,0,90229017008,1.783600130208351,0.8347922100856793
White Adipose,RP-neg,Male,0,90232017008,2.6200667480469013,1.389603565903804
White Adipose,RP-neg,Male,0,90237017008,0.0,
White Adipose,RP-neg,Male,0,90239017008,0.0,
White Adipose,RP-neg,Male,1,90421017008,4.707408061854006,2.2349329185245725
White Adipose,RP-neg,Male,1,90422017008,3.6787573743184776,1.8792185291485541
White Adipose,RP-neg,Male,1,90423017008,1.9324073432922169,0.9503992402419401
White Adipose,RP-neg,Male,1,90426017008,20.493580105082223,4.3571001313924285
White Adipose,RP-neg,Male,1,90430017008,1.898053153737405,0.9245203946559651
White Adipose,RP-neg,Male,2,90439017008,12.225617384592612,3.61183541693194
White Adipose,RP-neg,Male,2,90441017008,7.135334013875298,2.834980965634129
White Adipose,RP-neg,Male,2,90444017008,4.59717353922524,2.2007471276413564
White Adipose,RP-neg,Male,2,90449017008,4.062905623881063,2.022511852991319
White Adipose,RP-neg,Male,2,90450017008,2.114016185251893,1.079986422270858
White Adipose,RP-neg,Male,4,90280017008,1.955318434143034,0.9674035773274193
White Adipose,RP-neg,Male,4,90281017008,2.194326726023305,1.1337783529606138
White Adipose,RP-neg,Male,4,90283017008,5.223974015808091,2.38514772089697
White Adipose,RP-neg,Male,4,90289017008,3.552858274332623,1.8289801398384027
White Adipose,RP-neg,Male,4,90292017008,2.657739715067572,1.4101998216312253
White Adipose,RP-neg,Male,8,90218017008,0.0,
White Adipose,RP-neg,Male,8,90222017008,3.766476405843037,1.9132154919537314
White Adipose,RP-neg,Male,8,90223017008,2.157729573059104,1.1095140640595893
White Adipose,RP-neg,Male,8,90225017008,5.165315983072831,2.36885660722553
White Adipose,RP-neg,Male,8,90227017008,13.459025395965584,3.7505020392104655
White Adipose,RP-pos,Female,0,90245017008,0.0,
White Adipose,RP-pos,Female,0,90248017008,0.0,
White Adipose,RP-pos,Female,0,90252017008,0.0,
White Adipose,RP-pos,Female,0,90265017008,0.0,
White Adipose,RP-pos,Female,0,90266017008,0.0,
White Adipose,RP-pos,Female,1,90559017008,0.0,
White Adipose,RP-pos,Female,1,90560017008,0.0,
White Adipose,RP-pos,Female,1,90564017008,0.0,
White Adipose,RP-pos,Female,1,90567017008,3.6520562500000366,1.8687089862890407
White Adipose,RP-pos,Female,1,90571017008,0.0,
White Adipose,RP-pos,Female,2,90576017008,0.0,
White Adipose,RP-pos,Female,2,90578017008,0.0,
White Adipose,RP-pos,Female,2,90581017008,2.1800328994750613,1.124349907273473
White Adipose,RP-pos,Female,2,90585017008,5.075439232381152,2.3435326796293983
White Adipose,RP-pos,Female,2,90587017008,0.0,
White Adipose,RP-pos,Female,4,90406017008,0.0,
White Adipose,RP-pos,Female,4,90410017008,2.417292161051392,1.2733918520141843
White Adipose,RP-pos,Female,4,90412017008,0.0,
White Adipose,RP-pos,Female,4,90416017008,0.0,
White Adipose,RP-pos,Female,4,90420017008,0.0,
White Adipose,RP-pos,Female,8,90251017008,0.0,
White Adipose,RP-pos,Female,8,90254017008,0.9268144297281746,-0.10964758895046599
White Adipose,RP-pos,Female,8,90258017008,0.0,
White Adipose,RP-pos,Female,8,90259017008,0.0,
White Adipose,RP-pos,Female,8,90267017008,0.0,
White Adipose,RP-pos,Male,0,90217017008,0.0,
White Adipose,RP-pos,Male,0,90229017008,0.0,
White Adipose,RP-pos,Male,0,90232017008,0.0,
White Adipose,RP-pos,Male,0,90237017008,0.0,
White Adipose,RP-pos,Male,0,90239017008,0.0,
White Adipose,RP-pos,Male,1,90421017008,0.0,
White Adipose,RP-pos,Male,1,90422017008,0.0,
White Adipose,RP-pos,Male,1,90423017008,0.0,
White Adipose,RP-pos,Male,1,90426017008,0.0,
White Adipose,RP-pos,Male,1,90430017008,0.0,
White Adipose,RP-pos,Male,2,90439017008,0.0,
White Adipose,RP-pos,Male,2,90441017008,0.0,
White Adipose,RP-pos,Male,2,90444017008,0.0,
White Adipose,RP-pos,Male,2,90449017008,0.0,
White Adipose,RP-pos,Male,2,90450017008,0.0,
White Adipose,RP-pos,Male,4,90280017008,0.0,
White Adipose,RP-pos,Male,4,90281017008,0.0,
White Adipose,RP-pos,Male,4,90283017008,0.0,
White Adipose,RP-pos,Male,4,90289017008,0.0,
White Adipose,RP-pos,Male,4,90292017008,0.0,
White Adipose,RP-pos,Male,8,90218017008,0.0,
White Adipose,RP-pos,Male,8,90222017008,0.0,
White Adipose,RP-pos,Male,8,90223017008,0.0,
White Adipose,RP-pos,Male,8,90225017008,0.0,
White Adipose,RP-pos,Male,8,90227017008,0.0,
